Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
985,Lund_02782,Natural landscape,Sky,Grassland,Nature,Natural environment,Cloud,Prairie,Grass,Plain,Field,. LEChT e En],. LEChT e En], Jul 2016
988,Lund_00311,Landmark,Sky,Building,Architecture,Property,House,Palace,Mansion,Estate,Tree,Lundagérd,T Terese Larsson E, Jul 2018
989,Lund_02325,Property,Building,Town,Real estate,Architecture,Facade,House,Commercial building,Mixed-use,Home,Lilla Coop s,Igor Nord, Jul 2017
992,Lund_02738,Building,Facade,Street,Door,,,,,,,Bankomat,@ Dorota Gebusia, Jul 2017
1004,Lund_00969,Sky,Cloud,Building,Landmark,Architecture,Town,Human settlement,Estate,Château,House,Bantorget 8,g% PO, Jul 2018
1005,Lund_00929,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1008,Lund_01511,Estate,Building,Mansion,Property,Palace,Landmark,House,Architecture,Tree,Stately home,Lundagérd 9,@ T4, Jul 2017
1015,Lund_02419,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1022,Lund_02431,Freshwater marsh,Natural environment,Natural landscape,Wetland,Marsh,Nature reserve,Fen,Tidal marsh,Salt marsh,Bog,Nobbel6vs mosse,i\ 1T T, Jul 2014
1031,Lund_01786,Building,Property,Real estate,Facade,Awning,House,Restaurant,,,,L0y /p 8,& saad al saifi, Jul 2016
1043,Lund_02946,Property,Transport,Building,Facade,Architecture,Automotive wheel system,Tire,Real estate,Automotive tire,Plant,Mekonomen Bilverk:,Mekonomen Bilverk:, Jul 2017
1055,Lund_00007,Building,Architecture,Landmark,Town,Transport,City,Mixed-use,Tree,Facade,House,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
1059,Lund_00633,Building,Architecture,Property,Landmark,Neighbourhood,Town,City,Human settlement,Medieval architecture,Facade,Underground Street |,Underground Street |, Jul 2017
1083,Lund_01702,Building,Tower block,Condominium,Metropolitan area,Architecture,Commercial building,Mixed-use,Human settlement,Apartment,Corporate headquarters,Elite Hotel Ideon,Alexander Beliak, Jul 2017
1088,Lund_01533,Landmark,Building,Medieval architecture,Architecture,Classical architecture,Place of worship,Cathedral,Gothic architecture,Tower,Facade,LT T o1 T T T,Furkan Yayla, Jul 2017
1093,Lund_00557,Building,Property,Estate,Mansion,Stately home,Architecture,Historic house,Palace,College,House,Grand Hotel Lund,G Goran Heldesten, Jul 2016
1110,Lund_00948,Garden,Botanical garden,Lawn,Grass,Flower,Botany,Yard,Plant,Shrub,Landscaping,Botanical Garden,6 SN YN, Jul 2015
1114,Lund_00602,Estate,Mansion,Building,Palace,Property,Official residence,Stately home,Architecture,Château,Manor house,Lundagérd,M) Mikael Eriksson, Jul 2016
1115,Lund_02876,Building,Architecture,Estate,Tree,Town,Stately home,Grass,City,House,Château,Lundagérd 9,-& PN, Jul 2018
1119,Lund_00285,Building,Estate,Landmark,Property,Mansion,Architecture,Palace,House,Château,Sky,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
1139,Lund_02763,Sky,Grassland,Cloud,Pasture,Natural environment,Grass,Morning,Plain,Field,Rural area,Klostergérdens IP,M Michael Damgaa, Jul 2017
1154,Lund_02661,Property,Sky,Cloud,House,Building,Home,Architecture,Real estate,Land lot,Rural area,Ostra Torns Ryttarsi,g Mats Lund, Jul 2016
1158,Lund_00356,Landmark,Property,Building,Sky,Estate,Architecture,Palace,House,Mansion,City,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
1163,Lund_01956,Landmark,Architecture,Building,Town,City,Facade,Sky,Tower,Church,Downtown,Lund Cathedral,Per-Inge Strém, Jul 2017
1172,Lund_00831,Natural landscape,Body of water,Water resources,Nature,Water,Nature reserve,Lake,Natural environment,Green,Reservoir,. Peter Marklund,. Peter Marklund, Jul 2017
1175,Lund_01260,Landmark,Building,Architecture,Tower,Medieval architecture,Facade,City,Cathedral,Sky,Classical architecture,Lund Cathedral,Bertil Truls Jons:, Jul 2017
1178,Lund_01126,Garden,Lawn,Botanical garden,Yard,Natural landscape,Grass,Landscaping,Plant,Landscape,Botany,Botanical Garden,6 SN YN, Jul 2015
1180,Lund_02561,Natural landscape,Vegetation,Natural environment,Nature reserve,Prairie,Grass,Plant,Grass family,Plant community,Sky,L TR TR,vg Aymeric Rivollier, Jul 2018
1183,Lund_01213,Building,Estate,Property,Mansion,Landmark,Palace,Architecture,House,Sky,Stately home,[T T o1 T 1T,A Abdo Fadl, Jul 2017
1188,Lund_02310,Property,Architecture,Building,Town,Sky,Neighbourhood,Public space,Residential area,Tree,House,Viking School,0 Travel to, Jul 2017
1190,Lund_01798,Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,Cathedral,Sky,City,Classical architecture,Need to go! Sweet ar,“s déxna KapneoHe, Jul 2016
1194,Lund_03000,Pasture,Grazing,Herd,Grassland,Bovine,Atmospheric phenomenon,Morning,Rural area,Meadow,Farm,Jensen SportAB,| Lisa Silvereus, Jul 2016
1196,Lund_00677,Building,Landmark,Architecture,Sky,Human settlement,Town,City,Public space,Town square,Plaza,Bantorget 3,49 Ancrii Gelion, Jul 2018
1199,Lund_03112,Sky,Water resources,Plain,Horizon,Land lot,Polder,River,Wetland,,,ICA Supermarket Lin,x\ Noa Galan Frick, Jul 2017
1210,Lund_02824,Landmark,Architecture,Building,Sky,Church,Town,Place of worship,Steeple,City,Cathedral,Lundagérd,(@) Steinar Kjeernsrg, Jul 2017
1212,Lund_00648,Property,Estate,Building,House,Tree,Grass,Architecture,Stately home,Manor house,Mansion,Lundagérd ¢,9 Agenor, Jul 2017
1221,Lund_01197,Landmark,Architecture,Building,Sky,Tower,Medieval architecture,Facade,Church,City,Place of worship,Lund Cathedral,Alexander Williar, Jul 2015
1229,Lund_01358,Garden,Botanical garden,Lawn,Sky,Natural landscape,Botany,Wilderness,Grass,Shrub,Plant,Botanical Garden,l\i’ Stana Minincic, Jul 2017
1235,Lund_02398,Sky,Property,Cloud,House,Home,Residential area,Architecture,Real estate,Building,Tree,Bléklintens preschoc,g Mats Lund, Jul 2016
1236,Lund_00449,Landmark,Building,Property,Architecture,Estate,Sky,Mansion,Palace,House,Château,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
1237,Lund_01854,Medieval architecture,Building,Property,Architecture,Landmark,Facade,Historic site,Wall,Brick,Roof,Lundagérd,@ Juca Felix Galino, Jul 2016
1239,Lund_01298,Body of water,Natural landscape,Nature,Bank,Water,Tree,Vegetation,River,Pond,Natural environment,Stadsparken ¢,Shan Xiao, Jul 2017
1241,Lund_01041,Building,Estate,Palace,Mansion,Official residence,Stately home,Presidential palace,Classical architecture,Manor house,Château,Lundagérd,"@3}, Pia Dyvander Jol", Jul 2017
1251,Lund_01315,Town,Building,Human settlement,Public space,Plaza,City,Town square,Neighbourhood,Architecture,Mixed-use,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
1261,Lund_02019,Building,Property,Estate,Architecture,Stately home,Castle,House,Château,Mansion,Grass,Lundagard ¢,o LYol, Jul 2017
1263,Lund_01708,Property,Building,Architecture,House,Town,Estate,Château,Home,Manor house,Historic house,Kulturen,Kim nicolai Pede, Jul 2018
1264,Lund_02745,Residential area,Property,Architecture,Building,House,Daytime,Neighbourhood,Real estate,Town,Apartment,. kiann544 Nader,. kiann544 Nader, Jul 2017
1271,Lund_01258,Garden,Estate,Sky,Grass,Building,House,Botany,Tree,Architecture,Plant,Lundagérd,[T (T ), Jul 2017
1276,Lund_01199,Property,Estate,Home,House,Garden,Building,Spring,Landscaping,Real estate,Grass,Botanical Garden,",{t Matthias Lauer", Jul 2017
1279,Lund_02127,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1282,Lund_02208,Sky,Land lot,Grass,Grass family,Road,Ecoregion,Rural area,Grassland,Plain,Landscape,Klosteréingshdjden,C ) Christer Annerste, Jul 2018
1306,Lund_00718,Landmark,Building,Architecture,Sky,Medieval architecture,Place of worship,Church,Cathedral,City,Classical architecture,Lund Cathedral ¢,({‘ Lucija Cetin, Jul 2016
1307,Lund_01083,Landmark,Building,Architecture,Sky,Medieval architecture,Church,Facade,Place of worship,Cathedral,Classical architecture,(I LR L,"C"":} Leszek A Gasien", Jul 2018
1317,Lund_02795,Holy places,Architecture,Arch,Building,Basilica,Art,,,,,SONY DSC,e Ismo Kelokaski, Jul 2016
1319,Lund_02317,Lawn,Grass,Tree,Land lot,Grassland,Natural landscape,Natural environment,Property,Meadow,Park,!} Oliver Jannessor,!} Oliver Jannessor, Jul 2017
1333,Lund_00501,Château,Building,Estate,Property,Palace,Mansion,Manor house,House,College,Architecture,Bantorget -,L. -, Jul 2017
1334,Lund_01560,Water,Fountain,Botanical garden,Botany,Reflecting pool,Garden,Tree,Pond,Architecture,Park,Lundagérd 9,G T4, Jul 2017
1349,Lund_02294,Swimming pool,Leisure,Furniture,Water,Outdoor furniture,Vacation,Summer,Recreation,Sport venue,Table,! 3 Oliver Jannessor,! 3 Oliver Jannessor, Jul 2017
1354,Lund_02321,Property,Building,Architecture,Daytime,Neighbourhood,Real estate,Town,Mixed-use,Sky,House,AR LT,0 Travel to, Jul 2017
1360,Lund_02491,Sky,Natural landscape,Natural environment,Plain,Field,Land lot,Cloud,Grassland,Pasture,Grass family,Nobbelbvs mosse,M Maria Tracz, Jul 2017
1364,Lund_02798,Building,Estate,Landmark,Mansion,Palace,Official residence,Property,Classical architecture,Architecture,Stately home,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
1367,Lund_01581,Property,Estate,Building,Mansion,Architecture,Stately home,Tree,Grass,House,Château,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1370,Lund_01320,Landmark,Building,Architecture,Sky,Medieval architecture,Facade,Church,Town,Place of worship,Cathedral,Lund Cathedral,Kim nicolai Pede, Jul 2018
1371,Lund_00133,Aerial photography,Residential area,Suburb,Urban area,Bird's-eye view,Metropolitan area,City,Neighbourhood,Human settlement,Town,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
1375,Lund_00160,Medieval architecture,Building,Landmark,Architecture,Town,Wall,Steeple,Church,Cathedral,Facade,A Andreas Nyberg,A Andreas Nyberg, Jul 2017
1381,Lund_02315,Vegetation,Riparian zone,Nature reserve,Water resources,Biome,Watercourse,Plant community,Wilderness,Water,Tree,Rinnebéck Gorge,LCIECHIRENT, Jul 2018
1382,Lund_03123,Sky,Natural environment,Road,Plain,Cloud,Infrastructure,Beach,Land lot,Ocean,Coast,@ Dorota Gebusia,@ Dorota Gebusia, Jul 2017
1384,Lund_01145,Sky,Architecture,Building,Tree,House,City,Tourism,Cloud,Estate,Palace,Lundagérd,T Terese Larsson E, Jul 2018
1385,Lund_01598,Building,Estate,Mansion,Property,Palace,Architecture,Classical architecture,House,Stately home,Manor house,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
1391,Lund_01744,Property,Landmark,Building,Town,Sky,Architecture,Tree,City,Human settlement,Public space,Lundagérd 9,ﬂ»«;‘ B, Jul 2018
1394,Lund_02378,Swimming pool,Leisure,Leisure centre,Water,Fun,Vacation,Recreation,Resort,Park,,Killbybadet b,M Maria Ponsler, Jul 2018
1397,Lund_02265,Garden,Botanical garden,Botany,Park,Tree,Estate,Grass,Sky,Land lot,Shrub,Klostergérdens IP,reinder hoekstra, Jul 2016
1398,Lund_01280,Landmark,Architecture,Building,Town,Church,Facade,Place of worship,Steeple,Cathedral,Sky,Lund Cathedral,Per-Inge Strém, Jul 2017
1410,Lund_00631,Building,Estate,Mansion,Palace,Landmark,Stately home,Official residence,Architecture,Château,Presidential palace,Lundagérd,@ Juca Felix Galino, Jul 2016
1413,Lund_00662,Building,Estate,Palace,Mansion,Official residence,Stately home,Property,Landmark,Château,Classical architecture,Lundagérd 9,A  Albert Peter, Jul 2017
1414,Lund_00037,Landmark,Building,Architecture,Medieval architecture,Town,City,Church,Cathedral,Sky,Place of worship,,, Jul 2016
1419,Lund_00469,Estate,Building,Mansion,Property,Palace,Official residence,Architecture,House,Stately home,Classical architecture,Lundagérd,@ Anders Sjostedt, Jul 2017
1420,Lund_00239,Building,Landmark,Estate,Classical architecture,Mansion,Property,Palace,Architecture,Official residence,Presidential palace,R VSR,R VSR, Jul 2003
1422,Lund_02158,Garden,Property,Botanical garden,Daytime,Botany,Architecture,Tree,Sky,Spring,Estate,Botanical Garden,A  Alejandro Carrillc, Jul 2016
1425,Lund_00611,Property,Estate,Building,House,Architecture,Tree,Grass,Mansion,Manor house,Home,University Library,l\‘ IEELEI VLT, Jul 2017
1426,Lund_00619,Building,Architecture,Town,Landmark,Cathedral,Church,Tourism,Facade,City,Place of worship,27 juli 2017.,H> Helén Johanssor, Jul 2017
1429,Lund_00771,Building,Estate,Palace,Mansion,Official residence,Château,Stately home,Landmark,Classical architecture,Presidential palace,Hokeriet g,@ Sten Olsson, Jul 2017
1439,Lund_00318,Building,Landmark,Architecture,Town,City,Human settlement,Steeple,Sky,Medieval architecture,Facade,Lund Tourist Center,@ Lars Welin, Jul 2017
1447,Lund_00872,Building,Palace,Estate,Landmark,Official residence,Mansion,Architecture,Stately home,Presidential palace,Plaza,'j.f Matthias Lauer,'j.f Matthias Lauer, Jul 2017
1454,Lund_00500,Château,Building,Estate,Property,Palace,Mansion,Manor house,House,College,Architecture,Bantorget -,L. -, Jul 2017
1467,Lund_00481,Landmark,Building,Classical architecture,Architecture,Property,House,Estate,Mansion,Courthouse,Historic house,Underground Street |,Underground Street |, Jul 2017
1470,Lund_01423,Garden,Botanical garden,Natural landscape,Plant,Shrub,Flower,Botany,Lawn,Landscaping,Landscape,Botanical Garden,Amelie Harms, Jul 2016
1490,Lund_00315,Landmark,Building,Architecture,Sky,City,Town,Facade,Human settlement,Public space,Tourism,[T T o1 T 1T,[T T o1 T 1T, Jul 2018
1498,Lund_00725,Palace,Building,Estate,Landmark,Mansion,Architecture,Château,Stately home,Official residence,House,Lundagérd,I\ SRV, Jul 2017
1501,Lund_01603,Fountain,Daytime,Sky,Water feature,Public space,Park,Water,Botany,Tree,Grass,Stadsparken ¢,ﬁ John Eckerdal, Jul 2016
1503,Lund_01920,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1508,Lund_01218,Building,Architecture,Town,Vehicle,Facade,Car,House,Courthouse,City,Palace,,, Jul 2018
1509,Lund_00763,Aerial photography,Residential area,Suburb,Bird's-eye view,Urban area,Photography,Landscape,Urban design,Metropolitan area,Road,Stadsparken,g Per Pixel Peterss, Jul 2015
1517,Lund_00067,Property,Building,Architecture,House,Facade,,,,,,"l\i, Stana Minincic","l\i, Stana Minincic", Jul 2017
1522,Lund_00485,Architecture,Building,Landmark,Town,Church,City,Sky,Facade,Place of worship,Steeple,Lund Cathedral,& RLICEUGEERRE, Jul 2018
1524,Lund_02926,Building,Property,Architecture,Facade,Real estate,House,Interior design,Home,Mixed-use,,[ RL TN T H,o Travel to, Jul 2017
1534,Lund_02665,Nature reserve,Water resources,Natural landscape,Watercourse,Bank,Riparian zone,Biome,Water,Rock,Tree,Rinnebick Gorge,e S YD R E, Jul 2017
1540,Lund_01882,Building,Town,Transport,Vehicle,Architecture,Residential area,City,Neighbourhood,Car,House,Lund Market Hall,ﬁﬁ LR Ny, Jul 2017
1554,Lund_01590,Urban area,City,Building,Aerial photography,Residential area,Human settlement,Metropolitan area,Property,Roof,Architecture,Elite Hotel Ideon ¢,Andrea Sonny, Jul 2014
1557,Lund_01185,Estate,Building,Mansion,Property,House,Architecture,Palace,Manor house,Home,Classical architecture,Lundagérd,Paul-Rolf Schrote, Jul 2005
1560,Lund_00958,Garden,Property,Botanical garden,Estate,Natural landscape,House,Botany,Yard,Home,Lawn,Botanical Garden,f) Adal Alom Rodri, Jul 2017
1561,Lund_00757,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,Urban design,City,Metropolis,DT T e T,g é Per Pixel Peterss, Jul 2015
1563,Lund_02713,House,Property,Residential area,Home,Building,Neighbourhood,Sky,Architecture,Town,Real estate,L LT ST G,e Travel to, Jul 2017
1568,Lund_02341,Sky,Residential area,Property,Cloud,House,Home,Building,Architecture,Real estate,Estate,Klostergérdens IP,M  Minghua Zhang, Jul 2017
1573,Lund_01771,Body of water,Sky,Water resources,Water,Horizon,Waterway,Daytime,Cloud,Reservoir,Sea,Rabysjon och Raby s,Jonas Karlsson, Jul 2017
1580,Lund_00935,Building,Estate,Mansion,Palace,Classical architecture,Landmark,Property,Architecture,Stately home,Official residence,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
1583,Lund_02807,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Facade,Church,Arch,Place of worship,Historic site,[T T BRI,6 Anna Cismasu, Jul 2018
1588,Lund_00446,Building,Landmark,Architecture,Property,Palace,Estate,Stately home,Château,Facade,Medieval architecture,Lundagérd 8,@ PP\, Jul 2016
1590,Lund_02690,Vegetation,Grass,Lawn,Natural landscape,Green,Natural environment,Nature reserve,Tree,Property,Land lot,Hundrastgard ¢,& Mats Lund, Jul 2016
1592,Lund_01186,Property,Building,Landmark,Architecture,House,Home,Real estate,Estate,Historic house,Mansion,Thomanders Studen,6 IR DL, Jul 2017
1599,Lund_00688,Building,Mansion,Estate,Classical architecture,Landmark,Palace,Official residence,Architecture,Property,Stately home,Lundagérd,@ Juca Felix Galino, Jul 2016
1608,Lund_00660,Building,Classical architecture,Architecture,Landmark,Palace,Facade,Estate,Mansion,Stately home,Official residence,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
1609,Lund_01220,Building,Property,Estate,Architecture,Stately home,Palace,Human settlement,City,Campus,Grass,Lundagérd,@ Juca Felix Galino, Jul 2016
1611,Lund_01060,Landmark,Building,Architecture,Property,Facade,Classical architecture,Town,Medieval architecture,Stately home,Palace,Lundagérd,NG P NEE T, Jul 2018
1616,Lund_00747,Landmark,Building,Architecture,Medieval architecture,Place of worship,Church,Sky,Cathedral,Facade,Spire,[T L He 1 BT,6 Markus Krysande, Jul 2018
1618,Lund_01250,Building,Property,Architecture,Sky,Landmark,House,Tree,Estate,Cloud,Facade,[T T o1 1 T T,RLLLICH, Jul 2018
1623,Lund_00161,Tree,Sky,Botany,Lawn,Garden,Architecture,Grass,Leaf,Woody plant,Park,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
1624,Lund_01226,Architecture,Landmark,Medieval architecture,Building,Place of worship,Cathedral,Classical architecture,Gothic architecture,Sky,Facade,[T T o1 T 1T,A Abdo Fadl, Jul 2017
1635,Lund_02892,Building,Architecture,Landmark,Town,City,Medieval architecture,Church,Facade,Cathedral,Urban area,[T L He 1 BT,"&, Alexander Williar", Jul 2015
1636,Lund_01401,Landmark,Architecture,Building,Sky,Church,Spire,Place of worship,Steeple,Facade,Medieval architecture,Lundagérd 9,Rudi Hayen, Jul 2014
1639,Lund_00234,Building,Estate,Landmark,Property,Mansion,Architecture,Sky,House,Palace,Stately home,Lundagérd 9,Rudi Hayen, Jul 2014
1648,Lund_00065,Water,Landmark,Architecture,Tree,Fountain,Botany,Water feature,Garden,Plant,Tourism,6 Ales Stursa,6 Ales Stursa, Jul 2012
1649,Lund_01963,Landmark,Medieval architecture,Architecture,Building,Historic site,Tower,Facade,Turret,Observation tower,Estate,Lundagérd,f@ Maricela Christe, Jul 2017
1662,Lund_02658,Vegetation,Natural landscape,Nature reserve,Nature,Natural environment,Water,Wilderness,Biome,Tree,Watercourse,Rinnebick Gorge,e S YD R E, Jul 2017
1674,Lund_00645,Botany,Architecture,Water,Botanical garden,Garden,Flower,Plant,Spring,Tree,Building,Lundagérd,@ Juca Felix Galino, Jul 2016
1679,Lund_00992,Property,Building,Estate,Landmark,Mansion,House,Architecture,Stately home,Home,Historic house,Gamla kirurgen,Christofer Sjéhol, Jul 2017
1687,Lund_01104,Landmark,Architecture,Building,Medieval architecture,Historic site,Classical architecture,Sky,Facade,Tower,Place of worship,[T L He 1 BT,% Hans Olav Nyma, Jul 2018
1697,Lund_00601,Building,Landmark,Medieval architecture,Architecture,Place of worship,Church,Facade,Cathedral,Classical architecture,City,Domkyrkoplatsen,a Mattias Nord, Jul 2016
1710,Lund_03125,Natural landscape,Nature,Vegetation,Nature reserve,Green,Grass,Natural environment,Geological phenomenon,Tree,Biome,ICA Supermarket Lin,e Travel to, Jul 2017
1715,Lund_01490,Property,Building,Architecture,Landmark,House,Estate,Wall,Castle,Mansion,Stately home,SONY DSC,Ismo Kelokaski, Jul 2016
1721,Lund_01564,Landmark,Building,Tower,Architecture,Town,Sky,Steeple,City,Church,Spire,Lund Cathedral,Jurgen Jurgenss, Jul 2018
1725,Lund_02121,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1729,Lund_02858,Classical architecture,Architecture,Landmark,Building,Facade,Courthouse,City,Seat of local government,Palace,Tourist attraction,Lundagérd,LNl TP T NEEN T g, Jul 2018
1738,Lund_02916,Mammal,Pasture,Bovine,Goats,Cow-goat family,Rural area,Livestock,Goat,Landscape,Wildlife,Nobbelbvs mosse,M Maria Tracz, Jul 2017
1742,Lund_02454,Freshwater marsh,Natural environment,Wetland,Marsh,Fen,Grassland,Tidal marsh,Bank,Nature reserve,Vegetation,Nobbelbvs mosse,M Maria Tracz, Jul 2017
1750,Lund_01140,Building,Landmark,Architecture,Property,Classical architecture,House,Mansion,Courthouse,Palace,Presidential palace,Lundagérd 9,Vbntr Vbntr, Jul 2018
1753,Lund_02255,Property,Building,Architecture,Town,Mixed-use,Neighbourhood,Residential area,House,Urban area,Tree,AR LT,o Travel to, Jul 2017
1765,Lund_01392,Property,Building,House,Architecture,Estate,Real estate,Home,Roof,Facade,Almshouse,Kulturen,Anna Cismasu, Jul 2018
1766,Lund_02006,Building,Architecture,Landmark,Medieval architecture,Facade,Cathedral,Classical architecture,City,Place of worship,Historic site,Lund Cathedral,Sascha Bleuler, Jul 2018
1768,Lund_02516,Sky,Natural landscape,Cloud,Water,Sunset,River,Natural environment,Morning,Evening,Horizon,L TR TR,vg Aymeric Rivollier, Jul 2018
1770,Lund_02869,Property,Building,Architecture,House,Town,Home,Real estate,Estate,Residential area,Sky,Kulturen 8,@ PP\, Jul 2016
1774,Lund_02765,Sky,Cloud,Natural landscape,Natural environment,Atmospheric phenomenon,Daytime,Meadow,Fen,Morning,Grassland,L TR TR,Natalia Avramch, Jul 2017
1782,Lund_01448,Building,Classical architecture,Landmark,Architecture,Palace,Mansion,Estate,Facade,House,Château,Lundagérd,@ Juca Felix Galino, Jul 2016
1794,Lund_00372,Landmark,Architecture,Building,Medieval architecture,Classical architecture,Place of worship,Facade,Cathedral,Church,Sky,Lundagérd =,= Norbert Derbl, Jul 2018
1800,Lund_00909,Garden,Property,Estate,House,Home,Botanical garden,Botany,Spring,Landscaping,Building,Botanical Garden,& . Jens Lindqvist, Jul 2017
1818,Lund_01304,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1823,Lund_00772,Aerial photography,Residential area,Urban area,Suburb,Bird's-eye view,Metropolitan area,Neighbourhood,City,Human settlement,Urban design,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
1829,Lund_02572,Sport venue,Fence,Stadium,Goal,Sky,Grass,Tree,Net,Architecture,Land lot,Linero IP 8,o Travel to, Jul 2017 I
1832,Lund_00429,Landmark,Building,Property,Estate,Mansion,Architecture,Sky,House,Palace,Tree,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
1834,Lund_00100,Aerial photography,Metropolitan area,Bird's-eye view,Urban area,Residential area,Suburb,City,Urban design,Metropolis,Neighbourhood,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
1836,Lund_01770,Landmark,Architecture,Building,Sky,Medieval architecture,Church,Place of worship,Town,Facade,Cathedral,[T T o1 T T T,oL 1T ], Jul 2016
1842,Lund_03053,Sky,Sport venue,Public space,Cloud,Tree,Fence,Road,Stadium,Basketball court,Tennis court,Linero IP 8,o Travel to, Jul 2017
1844,Lund_01915,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1847,Lund_01299,Sky,Garden,Botanical garden,Tree,Property,Cloud,Daytime,Wilderness,Natural environment,Botany,Stadsparken,Andrii Salnikov, Jul 2018
1855,Lund_02224,Building,Architecture,Facade,Shopping mall,Commercial building,Company,Vehicle,City,Mixed-use,,- [I1ET T,Christoffer Norér, Jul 2016
1866,Lund_02841,Building,Property,Landmark,Estate,Palace,Mansion,Architecture,City,Sky,House,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
1875,Lund_00286,Building,Reflecting pool,Estate,Architecture,Landmark,Mansion,Reflection,Palace,Water,Classical architecture,Lundagérd ¢,C) Chris, Jul 2017
1880,Lund_02843,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1883,Lund_02910,House,Property,Building,Cottage,Tree,Home,Sky,Architecture,Botany,Estate,Ostra Torns Montess,g Mats Lund, Jul 2016
1900,Lund_02825,Estate,Building,Palace,Mansion,Landmark,Official residence,Stately home,Architecture,Presidential palace,Classical architecture,Lundagérd,ﬂ; Andy Simmons, Jul 2018
1913,Lund_01184,Water,Tree,Botany,Pond,River,Architecture,Garden,Bank,Reflection,Plant,Lundagérd,T Terese Larsson E, Jul 2018
1915,Lund_02162,Landmark,Architecture,Building,Steeple,Sky,Tower,Church,Place of worship,Roof,Historic site,[T T BRI,Anna Cismasu, Jul 2018
1918,Lund_00074,Landmark,Architecture,Building,Tree,Church,Tower,Steeple,Spire,Sky,Grass,[T J,. Nenad Fatic, Jul 2017
1920,Lund_00561,Estate,Building,Mansion,Property,Palace,Official residence,Stately home,Château,Manor house,Historic house,Lundagérd 9,[ ETTY il [1:1-1q3, Jul 2012
1923,Lund_01728,Building,Architecture,Property,Landmark,Sky,House,Estate,Tree,Facade,Palace,[T T o1 T T T,[T T o1 T T T, Jul 2018
1925,Lund_02936,Sky,Sea,Horizon,Cloud,Coast,Plain,City,,,,Lund MAX IV,"C"":} Leszek A Gasien", Jul 2018
1943,Lund_00652,Landmark,Building,Palace,Estate,Architecture,Mansion,Property,Château,Classical architecture,Stately home,Lundagérd,E ) Edina Garamvélg, Jul 2018
1955,Lund_00800,Building,Landmark,Medieval architecture,Architecture,Classical architecture,Place of worship,Church,Facade,Cathedral,Sky,Domkyrkoplatsen,n QICELER UG, Jul 2018
1972,Lund_02490,Building,Vehicle door,Window,Door,Facade,Glass,Window film,Signage,,,@ Dorota Gebusia,@ Dorota Gebusia, Jul 2017
1981,Lund_00581,Building,Property,Architecture,Château,Stately home,Castle,Medieval architecture,Estate,Tree,Historic house,Underground Street |,Underground Street |, Jul 2017
1983,Lund_00006,Garden,Botanical garden,Park,Botany,Lawn,Spring,Plant,Tree,Grass,Landscaping,6 FACES TR,6 FACES TR, Jul 2012
1985,Lund_02770,House,Property,Building,Cottage,Tree,Home,Sky,Architecture,Botany,Estate,Ostra Torns Montess,g Mats Lund, Jul 2016
1993,Lund_03137,Bird,Nature,Freshwater marsh,Nature reserve,Wildlife,Water,Green,Vegetation,Duck,Water bird,Nobbel6vs mosse,L 1T T, Jul 2014
