a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
Lund_01198,Garden,Botanical garden,Tree,Botany,,,,,,,"»\1,;; Aktham Yousef","»\1,;; Aktham Yousef", May 2018
Lund_01760,Building,,,,,,,,,,Audi Lund - Toveks C,Rebecca nohlgre, May 2017
Lund_00816,Building,Property,Architecture,,,,,,,,Lundagérd,WYY T 6], May 2018
Lund_02118,Building,Medieval architecture,Classical architecture,Architecture,Landmark,Place of worship,Historic site,Cathedral,Facade,,[T T o1 T T T,Helena Qin, May 2017
Lund_00584,Garden,Botanical garden,Natural landscape,Botany,,,,,,,Stadsparken,J  Jonathan Ohrling, May 2017
Lund_01606,Property,Natural landscape,Residential area,House,Home,Building,Estate,,,,Kulturen,Kulturen, May 2017
Lund_02054,Architecture,Sky,Landmark,Building,Tree,Tower,Church,,,,Lundagérd 2,‘T) Vesna Fati¢, May 2017
Lund_01656,Garden,Vegetation,Natural landscape,Botanical garden,Grass,Tree,Botany,Grass family,Shrub,Lawn,RN en T L),) Habib ElRachidi, May 2018
Lund_02679,Grassland,Natural environment,Prairie,Natural landscape,Sky,Plain,Steppe,Ecoregion,Grass,Horizon,Klosteréngshojden,# Viktor Erik Jense, May 2016
Lund_01388,Garden,Botanical garden,Green,Grass,Botany,Tree,,,,,"»\1,;; Aktham Yousef","»\1,;; Aktham Yousef", May 2018
Lund_02060,Body of water,Water resources,Natural landscape,Water,Nature,Bank,Pond,River,Natural environment,Reservoir,Stadsparken,Q Peter Nordensva, May 2018
Lund_01035,Landmark,Public space,,,,,,,,,Lundagérd,'v Rafael Schwartz, May 2018
Lund_01584,Water resources,Water,Waterway,Bank,Watercourse,River,Natural landscape,Wilderness,Stream,,Rinnebidck Gorge,Prashant Bari, May 2017
Lund_02193,Road,Yellow,Town,,,,,,,,kiann544 Nader,kiann544 Nader, May 2017
Lund_01068,Medieval architecture,Building,Castle,,,,,,,,"[T, T o1 T T T",(Rt N Y EY CY:TTEY, May 2017
Lund_02199,Natural landscape,Natural environment,Marsh,Wetland,Bank,Fen,Nature reserve,Freshwater marsh,Tidal marsh,Salt marsh,N[ AT T T,Maria Tracz, May 2018
Lund_00089,Tree,Woody plant,Sky,Plant,Spring,Grass,Leaf,Daytime,Botany,,9 Sumeet Ranjan S,9 Sumeet Ranjan S, May 2017
Lund_00959,Landmark,,,,,,,,,,Lundagérd,e S YD R E, May 2018
Lund_01897,Architecture,Residential area,Building,Metropolitan area,Property,Human settlement,Mixed-use,Urban area,City,Sky,R Y T EY T T,R Y T EY T T, May 2016
Lund_01269,Garden,Flower,Estate,Spring,Palace,Plant,Mansion,Building,Château,Botany,Lundagérd,Mohammad A.M, May 2018
Lund_01537,Natural landscape,Body of water,Nature,Reflection,Bank,River,Water,Tree,Natural environment,Vegetation,Stadsparken,Veselina Dimitroy, May 2017
Lund_02374,Water resources,Vegetation,Watercourse,Nature reserve,Biome,Water,,,,,Rinnebéck Gorge,; Jonas Jinbéck, May 2017
Lund_00825,Water,,,,,,,,,,Lundagérd,) ravio ERachici, May 2018
Lund_01360,Flag,Landmark,Town,City,Public space,Building,Human settlement,Town square,Plaza,,Sankt Hans Hill,ﬁ Sumeet Ranjan S, May 2017
Lund_02434,Natural landscape,Nature,Vegetation,Nature reserve,Green,Grass,Natural environment,Watercourse,Bank,Water resources,Rinnebick Gorge 2,L 1T T, May 2014
Lund_01662,Landmark,Building,Mansion,Architecture,Estate,Palace,,,,,Lundagérd,@ Felicia Johansso, May 2017
Lund_00636,Landmark,Building,Spring,Flower,Architecture,,,,,,Lundagérd,B Bertha Rohenkol, May 2016
Lund_00898,Landmark,Building,Architecture,Medieval architecture,,,,,,,Lundagérd 8,?}i Joe Harder, May 2017
Lund_02464,Pasture,Grassland,Sky,Grazing,Natural environment,Bovine,Natural landscape,Farm,Rural area,Grass,Nobbelbvs mosse,g ) Andreas Ahlgvist, May 2018
Lund_01012,Property,Tree,Landmark,Architecture,Building,Town,Spring,House,Public space,,Lundagérd,r  rawlings nechavz, May 2018
Lund_01472,Water,Water resources,Watercourse,Reflecting pool,,,,,,,[T 3,[T 3, May 2010 i
Lund_00566,Building,Landmark,Property,Architecture,Mansion,Classical architecture,Estate,,,,Lundagérd,'v Rafael Schwartz, May 2018
Lund_00214,Tree,Spring,Sky,Blossom,Flower,Daytime,Plant,Woody plant,,,[T 8,a Diana Picus, May 2017
Lund_00271,Building,Estate,Landmark,Palace,Mansion,Château,Architecture,Official residence,,,Lundagérd,E Eliot Montesino, May 2018
Lund_03188,Building,House,Property,Estate,Architecture,Mansion,,,,,Lundagérd,Linda Newman A, May 2017
Lund_00114,Tree,Spring,Flower,Plant,Blossom,Woody plant,Grass,,,,@ Sumeet Ranjan S,@ Sumeet Ranjan S, May 2017
Lund_01863,Body of water,Natural landscape,Reflection,Nature,Water,Bank,Tree,River,Natural environment,Water resources,Stadsparken 3,Stadsparken 3, May 2018
Lund_02716,,,,,,,,,,,Jakt & Friluftsgarder,yg LR, May 2017
Lund_02078,Garden,Botanical garden,Natural landscape,Tree,Botany,Park,Spring,,,,Stadsparken,% William Térneber, May 2018
Lund_01147,Medieval architecture,Architecture,Building,Landmark,Place of worship,Church,,,,,Lund Cathedral,@ Sumeet Ranjan S, May 2017
Lund_02014,Property,Building,Tree,Estate,Architecture,Town,College,Campus,Public space,City,University Library,% William Térneber, May 2018
Lund_02774,Grassland,Nature,Meadow,Grass,Green,Pasture,Natural landscape,Land lot,Natural environment,Lawn,Nobbelbvs mosse,ﬁ Donna, May 2018
Lund_00546,Sky,Property,Garden,Town,Public space,Building,Estate,,,,Lundagérd,%S Orlando Medina, May 2018
Lund_01005,Building,Town,City,Human settlement,Landmark,Architecture,Public space,Plaza,Town square,,The Bishops Arms,J) JAKAWAT PUMP, May 2017
Lund_01432,Natural landscape,Tree,Sky,Grass,Green,Daytime,Lawn,Spring,Pasture,Natural environment,Botanical Garden,W) Wokitty b, May 2018
Lund_01116,Landmark,Architecture,Medieval architecture,Building,Classical architecture,Gothic architecture,Facade,Place of worship,Church,,Domkyrkoplatsen ¢,=N ETi(e e, May 2018
Lund_00367,Landmark,Building,Architecture,Mansion,Estate,Palace,Official residence,Presidential palace,,,Lundagérd 8,%) David Smith, May 2017
Lund_02425,Roof,Residential area,Town,Neighbourhood,Urban area,City,Human settlement,Suburb,Building,Metropolitan area,LT ELLER BT,"g R oo,", May 2016
Lund_01939,Garden,Botanical garden,Spring,Botany,Park,Reflecting pool,Flower,Water,,,Lundagérd,lefteris Bakosis, May 2018
Lund_01285,Landmark,Architecture,Building,Church,Place of worship,Medieval architecture,Steeple,Town,Cathedral,Sky,Allhelgonakyrkan ¢,Jens Ngrbaek, May 2018
Lund_02155,Natural landscape,Tree,Grass,Sky,Park,,,,,,Botanical Garden,Karol Raczkowsk, May 2009
Lund_00248,Estate,Building,Palace,Château,Mansion,Landmark,Stately home,Official residence,Architecture,,Lundagérd 9,J) Javier Castro, May 2017
Lund_00287,Estate,Building,Landmark,Mansion,Architecture,Stately home,,,,,Lundagérd 8,'?- Balézs Szab6, May 2017
Lund_01561,Fountain,Water feature,Water,Park,,,,,,,Stadsparken,D # Douglas William:s, May 2017
Lund_01588,Sky,Architecture,Landmark,Building,,,,,,,Café Ariman,Pedro J Martin, May 2018
Lund_02411,Fountain,Water,Water feature,Public space,,,,,,,Stadsparken,"@‘, Jonas Blomgqvist", May 2018
Lund_00978,Landmark,Architecture,Sky,Building,Tree,,,,,,Lundagérd 9,% Vesna Fati¢, May 2017
Lund_01790,Building,Architecture,Landmark,Classical architecture,Palace,Facade,,,,,Lundagérd g,‘\;) Vesna Fati¢, May 2017
Lund_01600,Body of water,Water resources,Nature,Nature reserve,Natural landscape,Waterway,Vegetation,Bank,Watercourse,Water,Stadsparken,BIVIITVENT EEETT, May 2018
Lund_01324,Landmark,Architecture,Building,Medieval architecture,Sky,,,,,,Lund Cathedral,ﬁ Sumeet Ranjan S, May 2017
Lund_00806,Landmark,Building,Estate,Mansion,Architecture,Palace,,,,,Lundagérd 8,"@,‘ (=11 E", May 2017
Lund_01151,Town,Property,Building,Public space,City,Human settlement,Neighbourhood,Architecture,Mixed-use,House,£ (g T,‘ﬁ James Andrews, May 2017
Lund_02316,Property,House,Home,Roof,Building,Cottage,Real estate,Residential area,Architecture,Estate,Ostra Torns Montess,‘ LGB ORIl, May 2016
Lund_02700,Pasture,Grazing,Grassland,Bovine,Field,Sky,Grass,Farm,Meadow,Natural landscape,Rinnebéck Gorge,(% Felicia Johansso, May 2018
Lund_01838,Landmark,Architecture,Building,Tree,,,,,,,[T T o1 T 1T,@ iR, May 2018
Lund_01133,Landmark,Architecture,,,,,,,,,[T T VT,Q chandan gupta, May 2017
Lund_01019,Estate,Property,Building,Mansion,Palace,House,,,,,. Andreas Schaller,. Andreas Schaller, May 2016
Lund_00364,Medieval architecture,Building,Landmark,Architecture,Place of worship,Church,Classical architecture,Cathedral,,,Lund Cathedral,a Sumeet Ranjan S, May 2017
Lund_00508,Property,Building,Landmark,Estate,Mansion,House,Stately home,,,,Lundagérd,AD Andreas Rundcra, May 2017
Lund_01319,Landmark,Architecture,Building,Estate,House,,,,,,Lund Observatory,Jonathan Lundbe, May 2018
Lund_02460,Plain,Grassland,Sky,Natural environment,Field,Daytime,Land lot,Prairie,Steppe,Pasture,Klosteréingshdjden,@ ) Banne Rumengal, May 2018
Lund_01860,Property,Home,Sky,Grass,House,Architecture,Public space,Real estate,Botany,,Lundagérd,D  Dominik Wojciec, May 2015
Lund_03159,Sky,Leisure centre,Leisure,Swimming pool,Public space,Cloud,,,,,Rinnebidck Gorge,a‘ Prashant Bari, May 2017
Lund_02027,Garden,Botanical garden,Tree,Botany,Park,,,,,,Stadsparken,% William Térneber, May 2018
Lund_02176,Town,Street,Human settlement,Building,,,,,,,Lund Cathedral ¢,H Helena Qin, May 2017
Lund_02301,Land vehicle,Vehicle,Car,Town,Classic,Antique car,,,,,Hep Cat Store 3,Kjell Larsson, May 2013
Lund_00754,Landmark,Building,Classical architecture,Architecture,Palace,Mansion,Estate,,,,Lundagérd &,% Melissa lisley, May 2017
Lund_01167,Body of water,Natural landscape,Bank,Water resources,Pond,Nature,Water,Watercourse,River,Natural environment,Stadsparken ¢,ﬂ Wiestaw Buda, May 2018
Lund_01017,Medieval architecture,Classical architecture,Landmark,Architecture,Building,Place of worship,Cathedral,Gothic architecture,Sky,Facade,Akademibokhandeln,    , May 2017
Lund_00913,Water,Water resources,Reflecting pool,Waterway,Architecture,Botany,,,,,Lundagérd,@) Habib ErRachici, May 2018
Lund_02707,Water resources,Water,Sky,River,Bank,Waterway,Lake,Natural environment,Reservoir,,Rabysjon och Raby s,EEL\FETEEt], May 2018
Lund_02573,Land lot,Vegetation,Natural environment,Plain,Grass,Grassland,,,,,Klosteréngshojden,Q Peter Nordensva, May 2018
Lund_01767,Landmark,Architecture,Classical architecture,Building,Facade,,,,,,OLYMPUS DIGITAL C,@ Mariusz Denkiew, May 2016
Lund_01839,Estate,Mansion,Building,Property,Palace,Landmark,Château,Official residence,Stately home,Manor house,Lundagérd,Jitka Lepiarzova, May 2016
Lund_00715,Medieval architecture,Architecture,Building,Landmark,Classical architecture,Place of worship,Church,,,,Lund Cathedral,ﬁ Sumeet Ranjan S, May 2017
Lund_01348,Estate,Building,Property,Mansion,Palace,House,Official residence,Manor house,Stately home,Architecture,[T T VT VT 01 A,Larysa Rehab, May 2017
Lund_00196,Residential area,Building,Neighbourhood,Town,Human settlement,Property,City,Apartment,Mixed-use,Architecture,e Sumeet Ranjan S,e Sumeet Ranjan S, May 2017
Lund_01898,Waterway,Metropolitan area,City,Human settlement,Mixed-use,Architecture,Condominium,Urban area,Town,Building,Loppmarknad,J) JAKAWAT PUMP, May 2017
Lund_02279,Body of water,Natural landscape,Water,Lake,Nature reserve,Reservoir,Natural environment,Vegetation,Freshwater marsh,Water resources,|G AT,M Maria Tracz, May 2018
Lund_00309,Reflection,Water,Waterway,Pond,Reflecting pool,Bank,Canal,Sky,Architecture,Tree,Botanical Garden,@ Sumeet Ranjan S, May 2017
Lund_01345,Building,Classical architecture,Landmark,Architecture,Palace,,,,,,Lundagérd,6’ Michael Dobson, May 2016
Lund_01847,Landmark,Palace,Château,Flower,Spring,Estate,Stately home,Plant,Garden,Building,Lundagérd,% Mohammad A.M, May 2018
Lund_01678,Fountain,Nature,Tree,Daytime,Water,Sky,Natural landscape,Public space,Water feature,Botany,Stadsparken ¢,-1 LR, May 2018
Lund_00563,Estate,Building,Mansion,Property,Palace,Official residence,Stately home,,,,Lundagérd,"% e,", May 2016
Lund_02334,Metropolitan area,Architecture,Tower block,City,Building,Urban area,Skyscraper,Daytime,Sky,Human settlement,LRI EL Y T,5‘3.‘..@ LU G, May 2016
Lund_00188,Sky,Landmark,Tower,,,,,,,,l\i) Stana Minincic,l\i) Stana Minincic, May 2018
Lund_01677,Property,House,Building,Home,Town,,,,,,Lundagérd 8,lilia sanabria, May 2018
Lund_00588,Garden,Nature,Green,Fountain,Tree,Botanical garden,Grass,Sky,Lawn,Botany,Stadsparken 9,WY TN ]S, May 2017
Lund_00796,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Facade,,,,,[T T o1 T T T,Anjan Khara, May 2017
Lund_00797,City,Town,Human settlement,Town square,Public space,Plaza,Landmark,Architecture,Building,Urban area,‘ﬁ James Andrews,‘ﬁ James Andrews, May 2017
Lund_01120,Landmark,Medieval architecture,Architecture,Building,Sky,Place of worship,Church,Facade,Classical architecture,Historic site,[T L He G L T,@ Sumeet Ranjan S, May 2017
Lund_00841,Tree,Garden,Botany,,,,,,,,Lundagérd,S Srdjan Krajnalic, May 2016
Lund_00721,Estate,Building,Property,Mansion,Château,Palace,Castle,Stately home,Architecture,House,[T {,‘ John Eckerdal, May 2016
Lund_01541,Building,Architecture,,,,,,,,,Stadsparken 3,loana Pavel, May 2017
Lund_01431,Metropolitan area,Waterway,Architecture,City,Mixed-use,Building,Human settlement,Urban area,Condominium,Tower block,Loppmarknad,J) JAKAWAT PUMP, May 2017
Lund_02753,Transport,Mode of transport,Vehicle,Filling station,,,,,,,CircleK,lander.89@hotm:, May 2017
Lund_02441,Cloud,Sky,Natural landscape,Nature,Grassland,Cumulus,Daytime,Pasture,Natural environment,Green,Nobbel6vs mosse,3\ 1T T, May 2014
Lund_02047,Estate,Building,Mansion,Landmark,Palace,Stately home,Sky,,,,Lundagérd ¢,Ralph Meixner, May 2017
Lund_01283,Landmark,Architecture,Building,,,,,,,,Lundagérd o,E AR, May 2016
Lund_02442,House,Building,Property,Home,Residential area,Architecture,Neighbourhood,Mansion,,,Horselenheten barn,K Kommunikation |, May 2007
Lund_01235,Estate,Building,Mansion,Palace,Official residence,Property,Stately home,Manor house,,,Lundagérd,l\i) Stana Minincic, May 2018
Lund_00290,Landmark,Building,Castle,Architecture,Estate,,,,,,Lundagérd =,% Vesna Fati¢, May 2017
Lund_01936,Landmark,Architecture,Tower,Building,Place of worship,Sky,Steeple,Historic site,Medieval architecture,,[T T o1 T 1T,Lynn Dow, May 2018
Lund_02323,Natural landscape,Vegetation,Nature,Nature reserve,Water,Tree,Green,Watercourse,Natural environment,Biome,- T .,llapse side panel 9 N, May 2018
Lund_01705,Town,Building,Neighbourhood,Property,House,Architecture,Transport,Street,Residential area,Human settlement,"Lundagérdens salon,",'r? James Andrews, May 2017
Lund_01321,Tree,Landmark,Architecture,Sky,Steeple,Botany,,,,,Lundagérd,Lundagérd, May 2017
Lund_03034,Grassland,Green,Sky,Grass,Pasture,Field,Natural environment,Meadow,Daytime,Cloud,L E ),9 Sumeet Ranjan S, May 2017
Lund_01818,Property,House,Roof,Architecture,Building,Church,,,,,Bosebo church,6 IR DL, May 2004
Lund_02300,Body of water,Water,Water resources,Lake,Sky,River,Reservoir,Bank,Horizon,Shore,Rabysjon och Raby s,sairsad, May 2018
Lund_02478,Freshwater marsh,Marsh,Natural landscape,Natural environment,Wetland,Fen,Grassland,Pasture,Nature reserve,Salt marsh,Nobbel6vs mosse,M Maria Tracz, May 2018
Lund_01942,Crane,Urban area,Construction,Metropolitan area,Architecture,Sky,Transport,City,Building,,Kommunhuset Kristz,Jack Forsberg, May 2017
Lund_00076,Building,Filling station,,,,,,,,,@ Sumeet Ranjan S,@ Sumeet Ranjan S, May 2017
Lund_00281,Landmark,Public space,Flower,Sky,Tourism,City,Spring,Architecture,Human settlement,Building,SAMSUNGCSC @,L ED R LT, May 2017
Lund_00564,Landmark,Building,Medieval architecture,Architecture,Facade,Classical architecture,Place of worship,Cathedral,Sky,Church,Lund Cathedral,i LIS, May 2017
Lund_01085,Fountain,Water,Garden,Reflecting pool,Estate,Botanical garden,Architecture,Water feature,Botany,,Lundagérd,A Anneliese Wacke, May 2017
Lund_01583,Building,Transport,,,,,,,,,Shyam A,Shyam A, May 2016
Lund_00791,Landmark,Building,Sky,Architecture,Estate,Mansion,Palace,Stately home,Tree,,Lundagérd {,@ Marcus Reiner, May 2015
Lund_01168,Body of water,Natural landscape,Bank,Water resources,Pond,Nature,Water,Watercourse,River,Natural environment,Stadsparken ¢,ﬂ Wiestaw Buda, May 2018
Lund_01495,Landmark,Architecture,Spring,Public space,Sky,Plaza,Building,,,,Lundagérd,E Eliot Montesino, May 2018
Lund_00155,Town,Property,Landmark,Building,Sky,House,Architecture,Residential area,Home,,9 Sumeet Ranjan S,9 Sumeet Ranjan S, May 2017
Lund_01093,Medieval architecture,Building,Castle,,,,,,,,"[T, T o1 T T T",(Rt N Y EY CY:TTEY, May 2017
Lund_02801,Landmark,Architecture,Building,Sky,Church,Place of worship,Town,City,Cathedral,Facade,Botanical Garden,9 Sumeet Ranjan S, May 2017
